target_load,offered_load,arrival_span_days,policy,expected_lost_H,expected_lost_H_se,expected_lost,expected_lost_se,weighted_loss,weighted_loss_se,total_cost,total_cost_se,cost_per_therapy,cost_per_therapy_se,mean_hold_H,mean_hold_M,mean_hold_L,treated,lost,failures,recollections,spillover,spillover_share,lost_gate_recollection,lost_k_remake,lost_backstop,idle_slot_days,n_rep
0.7,0.7,125,fifo,2.54252217844224,0.05314359350470352,3.945280605586196,0.06232738915967491,10.07338570773629,0.16314483796045104,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,2.2255555555555557,1.285,1.2644444444444445,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,12.566666666666666,0.12566666666666668,0.0,0.13333333333333333,0.0,0.0,30
0.7,0.7,125,survival_index,2.361528981861656,0.0545711629813891,3.771108415961472,0.06253998982370007,9.50600774066633,0.16588357018050928,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,0.5122222222222222,0.6291666666666667,3.944444444444444,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,12.766666666666667,0.12766666666666668,0.0,0.13333333333333333,0.0,0.0,30
0.7,0.7,125,static_survival,2.423504253057676,0.055974047974191886,3.828721085352105,0.06260375268055367,9.69700050984512,0.1681434190940359,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,1.1455555555555557,0.8366666666666667,2.9777777777777774,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,12.733333333333333,0.12733333333333335,0.0,0.13333333333333333,0.0,0.0,30
0.7,0.7,125,adaptive_mpc,2.361642283677339,0.05458675644203273,3.7712439940423215,0.06255630045702916,9.506375823623035,0.16593797287550166,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,0.5133333333333333,0.6291666666666667,3.9455555555555555,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,12.766666666666667,0.12766666666666668,0.0,0.13333333333333333,0.0,0.0,30
0.85,0.8495,103,fifo,2.7290894469916034,0.06303801002444825,4.227518655845171,0.07592548812067029,10.80173317494948,0.20251948023493369,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,4.025555555555555,2.8275,2.858888888888889,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,2.566666666666667,0.025666666666666667,0.0,0.13333333333333333,0.0,0.0,30
0.85,0.8495,103,survival_index,2.378406088790004,0.056694972607192626,3.8874110228936236,0.06670096316686311,9.695527762522431,0.17497932327081378,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,0.6777777777777777,1.465,8.203333333333333,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,2.8,0.028,0.0,0.13333333333333333,0.0,0.0,30
0.85,0.8495,103,static_survival,2.617233989514402,0.09113514781804959,4.108007589077897,0.10096446992316971,10.408325336024092,0.2835677312071722,8736915.566666668,18036.279693082164,87576.83195500585,215.36371122343476,2.4655555555555555,1.79,5.875555555555556,99.76666666666667,0.23333333333333334,16.166666666666668,15.933333333333334,2.566666666666667,0.025666666666666667,0.1,0.13333333333333333,0.0,0.0,30
0.85,0.8495,103,adaptive_mpc,2.378406088790004,0.056694972607192626,3.8875518814338563,0.06671028646883329,9.695713156110092,0.17499910938121263,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,0.6777777777777777,1.4658333333333333,8.21,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,2.8,0.028,0.0,0.13333333333333333,0.0,0.0,30
1.0,0.9943,88,fifo,3.066188935812828,0.08453173020674566,4.730244670466248,0.10458212346988645,12.102948139797844,0.28264478195964327,8738880.100000001,18413.98488525414,87536.52781481482,203.53344357736344,7.068888888888889,5.465833333333333,5.771111111111111,99.83333333333333,0.16666666666666666,16.166666666666668,16.0,1.5,0.015000000000000001,0.03333333333333333,0.13333333333333333,0.0,0.0,30
1.0,0.9943,88,survival_index,2.4004604672201837,0.056425457460258184,4.063183403444307,0.07144260956541448,9.950241151762162,0.18057130377074176,8739824.700000001,18707.67524007622,87516.03261010101,196.50243142545048,0.8866666666666667,2.2116666666666664,16.64888888888889,99.86666666666666,0.13333333333333333,16.166666666666668,16.033333333333335,1.2,0.012,0.0,0.13333333333333333,0.0,0.0,30
1.0,0.9943,88,static_survival,3.020244716090662,0.13691566607836783,4.680661926700544,0.14771147210278965,11.89412116693334,0.42514537055687,8728071.500000002,16761.0259314252,87755.83697963832,244.28966067628596,4.571111111111111,4.163333333333333,10.313333333333333,99.46666666666667,0.5333333333333333,16.166666666666668,15.633333333333333,1.0333333333333334,0.010333333333333333,0.4,0.13333333333333333,0.0,0.0,30
