policy,treated,lost,expected_lost,expected_lost_se,weighted_loss,weighted_loss_se,failures,recollections,lost_gate_recollection,lost_k_remake,lost_backstop,spillover,idle_slot_days,total_cost,total_cost_se,cost_per_therapy,cost_per_therapy_se,spillover_share,expected_lost_H,expected_lost_H_se,mean_hold_H,mean_hold_H_se,mean_hold_first_H,mean_hold_first_H_se,mean_hold_M,mean_hold_M_se,mean_hold_first_M,mean_hold_first_M_se,mean_hold_L,mean_hold_L_se,mean_hold_first_L,mean_hold_first_L_se,mean_hold,mean_hold_se,n_rep
fifo,99.83333333333333,0.16666666666666666,4.732710804772823,0.10453562779512282,12.109684010401127,0.2824577459152472,16.166666666666668,16.0,0.03333333333333333,0.13333333333333333,0.0,1.4333333333333333,0.0,8738838.933333334,18414.185228618448,87536.11479124581,203.52532352418433,0.014333333333333333,3.0682954062822048,0.08452560385117366,7.088888888888889,0.3652439599455595,6.944444444444445,0.3524891720784121,5.466666666666667,0.27534026319519356,5.371666666666667,0.27071566851602186,5.792222222222223,0.35200459815488155,5.671111111111111,0.34739215764932535,6.051,0.3229203488851979,30
adaptive_mpc,99.86666666666666,0.13333333333333333,4.062136410007888,0.07096243090687449,9.949085422664531,0.18012202557252344,16.166666666666668,16.033333333333335,0.0,0.13333333333333333,0.0,1.4,0.0,8739783.533333335,18707.944113746573,87515.61958653199,196.49253528822746,0.014,2.400460467220184,0.056364496244346814,0.8866666666666667,0.04592180593722767,0.6144444444444445,0.03018391193672835,2.209166666666667,0.16059105687395148,1.585,0.1398254248171174,16.59888888888889,0.8839081962775168,14.011111111111111,0.8098394482154527,6.129333333333333,0.31334492519521334,30
