n,CON1,network_F0,E_lost_at_alpha0,lives_at_zero_added_cost,cost_delta_for_those,alpha_at_zero_cost_best,lives_saved_by_scheduling_alone,cost_of_those_lives,dollars_per_life_scheduling,extra_lives_only_by_building,cost_of_building,dollars_per_life_building,network_at_free_best,network_at_paid_best,share_of_total_lives_from_scheduling
200,2,m1+m3,9.9332,2.4386,509.0,10000.0,3.2209,404981.0,125735.08,0.6741,4805986.0,7129793.44,m1+m3,m3+m6,0.8269
